#Zinb
#yaml:
#    date: 2023-01-18 12:15:22
#    transit_version: v4.0.0
#    app_or_command_line: app
#    console_command: transit 
#    calculation_time: 37.7seconds
#    analysis_type: Zinb
#    files:
#       combined_wig: /Users/jeffhykin/repos/transit/src/pytransit/../..//src/pytransit/data/cholesterol_glycerol.transit/comwig.tsv
#       annotation_path: /Users/jeffhykin/repos/transit/src/pytransit/../..//src/pytransit/data/cholesterol_glycerol.transit/annotation.H37Rv.prot_table
#    parameters:
#       normalization: TTR
#       n_terminus: 0.0
#       c_terminus: 0.0
#       pseudocount: 5.0
#       should_append_gene_descriptions: true
#    group_names: [Cholesterol, Glycerol]
#    lfc_columns: [Log 2 FC Cholesterol, Log 2 FC Glycerol]
#    mean_columns: [Mean Cholesterol, Mean Glycerol]
#    summary_info:
#       Hits: 100
#    
#Rv	Gene	TA Sites	Mean Cholesterol	Mean Glycerol	Log 2 FC Cholesterol	Log 2 FC Glycerol	Non Zero Mean Cholesterol	Non Zero Mean Glycerol	Non Zero Percentage Cholesterol	Non Zero Percentage Glycerol	P Value	Adj P Value	Status	Gene Annotation
Rv3076	-	5	53.1	45.0	0.105	-0.113	132.8	89.9	0.40	0.50	0.97259031127492	1.0	-	hypothetical protein Rv3076 
Rv3077	-	37	185.7	186.6	-0.004	0.004	286.2	260.6	0.65	0.72	0.389916951276818	1.0	-	POSSIBLE HYDROLASE 
Rv3078	hab	6	129.4	167.4	-0.190	0.168	258.8	223.1	0.50	0.75	0.508137959641438	1.0	-	PROBABLE HYDROXYLAMINOBENZENE MUTASE HAB 
Rv3079c	-	17	177.8	123.4	0.232	-0.277	335.9	199.8	0.53	0.62	0.907019004555707	1.0	-	hypothetical protein Rv3079c 
Rv3080c	pknK	32	80.5	114.8	-0.264	0.223	184.0	193.3	0.44	0.59	0.176910096625709	0.9416832359444095	-	PROBABLE SERINE/THREONINE-PROTEIN KINASE TRANSCRIPTIONAL REGULATORY PROTEIN PKNK (PROTEIN KINASE K) (STPK K) 
Rv3081	-	18	50.2	56.8	-0.083	0.078	117.9	136.3	0.43	0.42	0.400928674738708	1.0	-	hypothetical protein Rv3081 
Rv3082c	virS	19	68.1	65.4	0.027	-0.027	161.8	138.1	0.42	0.47	0.90321094933184	1.0	-	VIRULENCE-REGULATING TRANSCRIPTIONAL REGULATOR VIRS (ARAC/XYLS FAMILY) 
Rv3083	-	26	139.0	158.3	-0.094	0.088	252.1	222.4	0.55	0.71	0.259444735435446	1.0	-	PROBABLE MONOOXYGENASE (HYDROXYLASE) 
Rv3084	lipR	14	180.8	95.2	0.378	-0.513	330.2	166.6	0.55	0.57	0.856263478755289	1.0	-	PROBABLE ACETYL-HYDROLASE/ESTERASE LIPR 
Rv3085	-	4	15.2	116.7	-1.810	0.778	36.6	186.7	0.42	0.62	0.0462797765034176	0.5431067889665772	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 
Rv3086	adhD	11	184.7	147.0	0.151	-0.169	265.0	170.2	0.70	0.86	0.443481999907354	1.0	-	PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE ADHD (ALDEHYDE REDUCTASE) 
Rv3087	-	14	149.4	147.0	0.011	-0.012	184.6	178.9	0.81	0.82	0.470887397311679	1.0	-	hypothetical protein Rv3087 
Rv3088	-	13	128.6	147.2	-0.097	0.091	192.9	255.1	0.67	0.58	0.15757645857919	0.9059511091224325	-	hypothetical protein Rv3088 
Rv3089	fadD13	22	129.1	154.3	-0.130	0.119	274.9	271.6	0.47	0.57	0.440249475799438	1.0	-	PROBABLE CHAIN-FATTY-ACID-CoA LIGASE FADD13 (FATTY-ACYL-CoA SYNTHETASE) 
Rv3090	-	9	213.8	231.1	-0.056	0.054	288.7	320.0	0.74	0.72	0.652999242836081	1.0	-	HYPOTHETICAL ALANINE AND VALINE RICH PROTEIN 
Rv3091	-	15	250.1	274.4	-0.067	0.064	331.0	329.3	0.76	0.83	0.406403471724057	1.0	-	hypothetical protein Rv3091 
Rv3092c	-	9	287.7	246.8	0.105	-0.113	408.9	317.3	0.70	0.78	0.876883983098302	1.0	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 
Rv3093c	-	17	130.8	119.1	0.063	-0.066	256.6	213.2	0.51	0.56	0.894414221678017	1.0	-	HYPOTHETICAL OXIDOREDUCTASE 
Rv3094c	-	11	206.4	211.4	-0.017	0.017	309.6	310.1	0.67	0.68	0.65008264991585	1.0	-	hypothetical protein Rv3094c 
Rv3095	-	8	251.6	252.6	-0.003	0.003	377.4	336.9	0.67	0.75	0.787950736020046	1.0	-	HYPOTHETICAL TRANSCRIPTIONAL REGULATORY PROTEIN 
Rv3096	-	15	379.6	352.5	0.052	-0.054	449.5	459.8	0.84	0.77	0.274561718438935	1.0	-	hypothetical protein Rv3096 
Rv3097c	PE_PGRS63	28	369.3	413.3	-0.082	0.078	492.4	551.1	0.75	0.75	0.191538990170412	0.9544718044529356	-	PE-PGRS FAMILY PROTEIN, PROBABLY TRIACYLGLYCEROL LIPASE (ESTERASE/LIPASE) (TRIGLYCERIDE LIPASE) (TRIBUTYRASE) 
Rv3098c	-	8	129.6	195.3	-0.315	0.258	194.4	260.3	0.67	0.75	0.287800287165387	1.0	-	hypothetical protein Rv3098c 
Rv3099c	-	6	11.0	57.4	-1.294	0.671	32.9	114.8	0.33	0.50	0.0390652074166421	0.4932600556721582	-	hypothetical protein Rv3099c 
Rv3100c	smpB	4	0.7	28.0	-1.765	0.770	4.1	111.8	0.17	0.25	0.200939260880468	0.969910707972111	-	SsrA-binding protein 
Rv3101c	ftsX	18	0.5	0.0	0.064	-0.067	25.8	0.0	0.02	0.00	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PUTATIVE CELL DIVISION PROTEIN FTSX (SEPTATION COMPONENT-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER) 
Rv3102c	ftsE	8	1.5	0.0	0.180	-0.206	36.9	0.0	0.04	0.00	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PUTATIVE CELL DIVISION ATP-BINDING PROTEIN FTSE (SEPTATION COMPONENT-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER) 
Rv3103c	-	7	550.7	322.7	0.331	-0.431	770.9	376.5	0.71	0.86	0.561669081607445	1.0	-	HYPOTHETICAL PROLINE-RICH PROTEIN 
Rv3104c	-	11	109.6	160.5	-0.289	0.241	278.3	321.1	0.39	0.50	0.641198363301829	1.0	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv3105c	prfB	17	1.1	0.0	0.140	-0.155	58.0	0.0	0.02	0.00	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	peptide chain release factor 2 
Rv3106	fprA	18	375.3	252.3	0.254	-0.309	579.1	363.4	0.65	0.69	0.981813302439302	1.0	-	NADPH:ADRENODOXIN OXIDOREDUCTASE FPRA (NADPH-FERREDOXIN REDUCTASE) 
Rv3107c	agpS	22	111.0	89.7	0.139	-0.154	236.4	151.8	0.47	0.59	0.675473167367441	1.0	-	POSSIBLE ALKYLDIHYDROXYACETONEPHOSPHATE SYNTHASE AGPS (ALKYL-DHAP SYNTHASE) (ALKYLGLYCERONE-PHOSPHATE SYNTHASE) 
Rv3108	-	7	832.7	19.6	0.958	-4.132	2185.9	45.7	0.38	0.43	0.00631895130530236	0.17038994368161658	-	hypothetical protein Rv3108 
Rv3109	moaA1	41	15.4	29.1	-0.418	0.324	105.1	238.6	0.15	0.12	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN A MOAA1 
Rv3110	moaB1	9	113.4	19.4	0.730	-1.551	306.2	69.7	0.37	0.28	0.184600157937729	0.9416832359444095	-	PROBABLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB1 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD) 
Rv3111	moaC	13	31.0	30.2	0.016	-0.016	172.9	112.3	0.18	0.27	0.870886498869875	1.0	-	molybdenum cofactor biosynthesis protein C 
Rv3112	moaD1	7	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D MOAD1 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN 
Rv3113	-	8	0.0	8.3	-0.871	0.539	0.0	44.2	0.00	0.19	0.0408598050420803	0.5062694564497957	-	POSSIBLE PHOSPHATASE 
Rv3114	-	8	33.3	37.1	-0.071	0.067	99.8	84.8	0.33	0.44	0.903185937887711	1.0	-	hypothetical protein Rv3114 
Rv3115	-	16	72.3	89.4	-0.151	0.137	108.5	114.4	0.67	0.78	0.224115141915345	0.9928992352796353	-	PROBABLE TRANSPOSASE 
Rv3116	moeB2	28	84.9	83.3	0.013	-0.013	158.5	141.3	0.54	0.59	0.696176621787783	1.0	-	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN MOEB2 (MPT-SYNTHASE SULFURYLASE) (MOLYBDOPTERIN SYNTHASE SULPHURYLASE) 
Rv3117	cysA3	15	93.4	99.8	-0.046	0.044	155.7	110.9	0.60	0.90	0.0295550510673111	0.42625207581708013	-	PROBABLE THIOSULFATE SULFURTRANSFERASE CYSA3 (RHODANESE-LIKE PROTEIN) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 
Rv3118	sseC1	2	159.0	140.3	0.085	-0.090	190.8	187.1	0.83	0.75	0.803237218650614	1.0	-	CONSERVED HYPOTHETICAL PROTEIN SSEC1 
Rv3119	moaE1	12	225.0	298.2	-0.213	0.186	337.5	325.3	0.67	0.92	0.0800312940824603	0.7018128865692673	-	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN E MOAE1 (MOLYBDOPTERIN CONVERTING FACTOR LARGE SUBUNIT) (MOLYBDOPTERIN 
Rv3120	-	9	69.0	76.7	-0.073	0.069	124.2	138.0	0.56	0.56	0.583232369969695	1.0	-	hypothetical protein Rv3120 
Rv3121	cyp141	26	181.3	112.6	0.294	-0.370	404.1	254.6	0.45	0.44	0.750159867005942	1.0	-	PROBABLE CYTOCHROME P450 141 CYP141 
Rv3122	-	7	312.9	240.1	0.175	-0.200	505.5	420.2	0.62	0.57	0.752457704442178	1.0	-	hypothetical protein Rv3122 
Rv3123	-	4	130.1	291.4	-0.675	0.458	195.2	388.6	0.67	0.75	0.0492648034511564	0.5600187058977608	-	hypothetical protein Rv3123 
Rv3124	-	30	42.3	71.9	-0.393	0.308	146.4	205.4	0.29	0.35	0.177092719932417	0.9416832359444095	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 
Rv3125c	PPE49	21	80.7	85.6	-0.041	0.040	141.2	133.2	0.57	0.64	0.719352793260061	1.0	-	PPE FAMILY PROTEIN 
Rv3126c	-	3	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	hypothetical protein Rv3126c 
Rv3127	-	18	30.6	21.6	0.195	-0.226	127.2	77.8	0.24	0.28	0.996968345576387	1.0	-	hypothetical protein Rv3127 
Rv3129	-	4	139.7	118.6	0.109	-0.118	419.0	237.2	0.33	0.50	0.810025046068135	1.0	-	hypothetical protein Rv3129 
Rv3130c	-	27	245.6	93.8	0.521	-0.822	602.7	180.9	0.41	0.52	0.0940589110460446	0.7358726570072901	-	hypothetical protein Rv3130c 
Rv3131	-	15	72.6	37.5	0.370	-0.499	142.0	124.9	0.51	0.30	0.0744035671906617	0.6871996136359726	-	hypothetical protein Rv3131 
Rv3132c	devS	31	45.6	22.7	0.371	-0.501	128.6	66.9	0.35	0.34	0.520407517865376	1.0	-	TWO COMPONENT SENSOR HISTIDINE KINASE DEVS 
Rv3133c	devR	12	65.6	141.1	-0.618	0.431	131.1	260.5	0.50	0.54	0.0256090725876411	0.39000076192629	-	TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN DEVR (PROBABLY LUXR/UHPA-FAMILY) 
Rv3134c	-	9	191.6	193.9	-0.008	0.008	258.7	249.3	0.74	0.78	0.663563961353327	1.0	-	hypothetical protein Rv3134c 
Rv3135	PPE50	9	15.3	105.2	-1.682	0.756	46.0	126.2	0.33	0.83	0.000868251667040098	0.03685451224989352	-	PPE FAMILY PROTEIN 
Rv3136	PPE51	21	6.3	14.5	-0.443	0.338	26.6	46.8	0.24	0.31	0.315704967939404	1.0	-	PPE FAMILY PROTEIN 
Rv3137	-	8	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE MONOPHOSPHATASE 
Rv3138	pflA	21	148.9	105.5	0.219	-0.259	260.6	177.2	0.57	0.60	0.967615603118307	1.0	-	PROBABLE PYRUVATE FORMATE LYASE ACTIVATING PROTEIN PFLA (FORMATE ACETYLTRANSFERASE ACTIVATING ENZYME) (
Rv3139	fadE24	22	12.2	38.7	-0.828	0.523	50.1	113.6	0.24	0.34	0.0631591898518011	0.626878526141011	-	PROBABLE ACYL-CoA DEHYDROGENASE FADE24 
Rv3140	fadE23	19	8.1	38.9	-1.124	0.624	51.1	147.8	0.16	0.26	0.0331703043868415	0.4501684166785633	-	PROBABLE ACYL-CoA DEHYDROGENASE FADE23 
Rv3141	fadB4	16	77.4	48.9	0.274	-0.339	148.7	92.0	0.52	0.53	0.927456462635566	1.0	-	PROBABLE NADPH QUINONE OXIDOREDUCTASE FADB4 (NADPH:QUINONE REDUCTASE) (ZETA-CRYSTALLIN) 
Rv3142c	-	11	175.3	103.2	0.322	-0.415	241.1	151.4	0.73	0.68	0.776356270775608	1.0	-	hypothetical protein Rv3142c 
Rv3143	-	4	16.7	1.4	0.625	-1.129	100.3	5.8	0.17	0.25	0.0866820405198617	0.7145895489137358	-	PROBABLE RESPONSE REGULATOR 
Rv3144c	PPE52	17	117.0	145.1	-0.157	0.142	220.9	224.2	0.53	0.65	0.359326089919858	1.0	-	PPE-FAMILY PROTEIN 
Rv3145	nuoA	12	77.5	106.7	-0.236	0.202	199.2	213.5	0.39	0.50	0.55375376288012	1.0	-	NADH dehydrogenase subunit A 
Rv3146	nuoB	9	50.5	60.5	-0.124	0.114	170.6	136.2	0.30	0.44	0.758155107384046	1.0	-	NADH dehydrogenase subunit B 
Rv3147	nuoC	14	19.6	28.1	-0.230	0.198	54.9	98.4	0.36	0.29	0.151504251629718	0.8955584651889998	-	NADH dehydrogenase subunit C 
Rv3148	nuoD	22	6.5	0.9	0.401	-0.557	86.0	10.2	0.08	0.09	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	NADH dehydrogenase subunit D 
Rv3149	nuoE	9	40.1	78.3	-0.509	0.375	77.4	176.1	0.52	0.44	0.0901194781704973	0.723396651024506	-	NADH dehydrogenase subunit E 
Rv3150	nuoF	25	16.5	14.7	0.062	-0.065	103.4	81.7	0.16	0.18	0.97007859863587	1.0	-	PROBABLE NADH DEHYDROGENASE I (CHAIN F) NUOF (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN F) 
Rv3151	nuoG	30	15.9	13.9	0.073	-0.077	71.7	59.4	0.22	0.23	0.70768947912941	1.0	-	NADH dehydrogenase subunit G 
Rv3152	nuoH	27	18.1	15.8	0.076	-0.080	77.3	85.2	0.23	0.19	0.295642218425722	1.0	-	NADH dehydrogenase subunit H 
Rv3153	nuoI	23	39.7	57.8	-0.267	0.225	171.0	139.9	0.23	0.41	0.288083418850482	1.0	-	NADH dehydrogenase subunit I 
Rv3154	nuoJ	10	17764.5	290.9	0.976	-4.932	29607.5	415.5	0.60	0.70	0.00561490861962718	0.1588899673213649	-	NADH dehydrogenase subunit J 
Rv3155	nuoK	6	15.8	8.3	0.288	-0.361	94.7	49.6	0.17	0.17	0.965281528048647	1.0	-	NADH dehydrogenase subunit K 
Rv3156	nuoL	35	11.5	24.1	-0.468	0.353	50.1	76.6	0.23	0.31	0.0469154938847953	0.5489525530801562	-	NADH dehydrogenase subunit L 
Rv3157	nuoM	33	17.8	11.0	0.235	-0.280	117.7	72.5	0.15	0.15	0.879131263198761	1.0	-	NADH dehydrogenase subunit M 
Rv3158	nuoN	32	79.3	77.6	0.014	-0.014	165.4	138.0	0.48	0.56	0.57615630861209	1.0	-	NADH dehydrogenase subunit N 
Rv3159c	PPE53	26	129.4	73.5	0.336	-0.440	288.4	147.0	0.45	0.50	0.682910102272057	1.0	-	PPE FAMILY PROTEIN 
Rv3160c	-	7	9.6	6.2	0.178	-0.204	100.4	21.6	0.10	0.29	0.351265799443708	1.0	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 
Rv3161c	-	24	90.0	96.1	-0.046	0.044	240.0	242.9	0.38	0.40	0.540510514877653	1.0	-	POSSIBLE DIOXYGENASE 
Rv3162c	-	6	267.6	258.8	0.024	-0.024	481.7	282.3	0.56	0.92	0.12737019281724	0.8253434622092659	-	POSSIBLE INTEGRAL MEMBRANE PROTEIN 
Rv3163c	-	15	96.2	151.8	-0.350	0.281	173.2	267.9	0.56	0.57	0.168229970461414	0.9245696723705811	-	POSSIBLE CONSERVED SECRETED PROTEIN 
Rv3164c	moxR3	12	32.4	83.4	-0.749	0.490	166.9	333.6	0.19	0.25	0.186964819847678	0.9433210908903135	-	PROBABLE METHANOL DEHYDROGENASE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR3 
Rv3165c	-	6	43.8	94.9	-0.608	0.427	157.5	284.7	0.28	0.33	0.410203475292232	1.0	-	hypothetical protein Rv3165c 
Rv3166c	-	16	66.0	69.3	-0.033	0.032	158.4	170.5	0.42	0.41	0.631822494639882	1.0	-	hypothetical protein Rv3166c 
Rv3167c	-	10	31.6	44.6	-0.236	0.203	73.0	99.2	0.43	0.45	0.446158568110835	1.0	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 
Rv3168	-	19	46.0	33.0	0.197	-0.228	187.1	113.9	0.25	0.29	0.968938375980497	1.0	-	hypothetical protein Rv3168 
Rv3169	-	19	195.6	128.0	0.266	-0.327	398.2	270.2	0.49	0.47	0.834912110960433	1.0	-	hypothetical protein Rv3169 
Rv3170	aofH	18	74.1	151.0	-0.571	0.408	174.0	339.7	0.43	0.44	0.097356971216951	0.747318208031759	-	PROBABLE FLAVIN-CONTAINING MONOAMINE OXIDASE AOFH (AMINE OXIDASE) (MAO) 
Rv3171c	hpx	13	96.7	100.6	-0.027	0.026	235.8	186.8	0.41	0.54	0.790356459195368	1.0	-	POSSIBLE NON-HEME HALOPEROXIDASE HPX 
Rv3172c	-	17	119.4	44.6	0.516	-0.810	209.9	89.3	0.57	0.50	0.312561414821138	1.0	-	hypothetical protein Rv3172c 
Rv3173c	-	8	13.5	10.9	0.107	-0.116	46.3	58.0	0.29	0.19	0.261205275223976	1.0	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 
Rv3174	-	13	42.5	67.7	-0.339	0.274	127.6	175.9	0.33	0.38	0.393900782693693	1.0	-	short chain dehydrogenase 
Rv3175	-	21	94.0	95.6	-0.011	0.011	185.1	138.5	0.51	0.69	0.367576035037855	1.0	-	amidase 
Rv3176c	mesT	14	69.9	56.2	0.138	-0.153	163.2	104.9	0.43	0.54	0.859621365102244	1.0	-	PROBABLE EPOXIDE HYDROLASE MEST (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 
Rv3177	-	8	42.8	101.7	-0.693	0.466	128.4	271.2	0.33	0.38	0.551686145001256	1.0	-	POSSIBLE PEROXIDASE (NON-HAEM PEROXIDASE) 
Rv3178	-	7	64.1	35.3	0.337	-0.441	112.2	98.8	0.57	0.36	0.31370149785446	1.0	-	hypothetical protein Rv3178 
Rv3179	-	14	371.5	325.5	0.091	-0.097	421.7	364.6	0.88	0.89	0.769848997766095	1.0	-	hypothetical protein Rv3179 
Rv3180c	-	6	78.5	161.2	-0.580	0.412	128.5	241.8	0.61	0.67	0.0985666797043394	0.7501380035766971	-	HYPOTHETICAL ALANINE RICH PROTEIN 
Rv3181c	-	6	14.4	15.5	-0.038	0.037	86.6	61.8	0.17	0.25	0.944405050167628	1.0	-	hypothetical protein Rv3181c 
Rv3182	-	1	15.8	35.2	-0.551	0.398	47.5	70.4	0.33	0.50	1.0	1.0	TA sites <= 1, not analyzed	hypothetical protein Rv3182 
Rv3183	-	3	81.9	30.8	0.502	-0.776	245.6	92.5	0.33	0.33	0.906589643469021	1.0	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 
Rv3184	-	4	220.1	159.3	0.209	-0.245	264.1	159.3	0.83	1.00	0.405963504018663	1.0	-	PROBABLE TRANSPOSASE 
Rv3185	-	25	186.4	121.7	0.267	-0.328	199.7	129.5	0.93	0.94	0.946268885462397	1.0	-	PROBABLE TRANSPOSASE 
Rv3186	-	4	213.3	159.5	0.190	-0.219	256.0	182.2	0.83	0.88	0.990567154174888	1.0	-	PROBABLE TRANSPOSASE 
Rv3187	-	25	192.2	119.9	0.292	-0.367	205.9	127.5	0.93	0.94	0.869859041947246	1.0	-	PROBABLE TRANSPOSASE 
Rv3188	-	7	138.8	87.3	0.285	-0.356	416.5	152.7	0.33	0.57	0.367794343046553	1.0	-	hypothetical protein Rv3188 
Rv3189	-	8	304.0	246.7	0.140	-0.155	364.8	263.2	0.83	0.94	0.672519434251598	1.0	-	hypothetical protein Rv3189 
Rv3190c	-	23	148.4	213.8	-0.279	0.234	276.7	298.0	0.54	0.72	0.152419023329087	0.8988344721414644	-	hypothetical protein Rv3190c 
Rv3191c	-	19	199.2	197.9	0.005	-0.005	270.4	268.6	0.74	0.74	0.310049814615232	1.0	-	PROBABLE TRANSPOSASE 
Rv3192	-	4	48.1	120.0	-0.745	0.489	96.3	191.9	0.50	0.62	0.124829112962522	0.8151688391496935	-	CONSERVED HYPOTHETICAL ALANINE AND PROLINE-RICH PROTEIN 
Rv3193c	-	82	0.0	1.3	-0.176	0.157	0.0	30.3	0.00	0.04	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	hypothetical protein Rv3193c 
Rv3194c	-	15	69.8	63.3	0.063	-0.066	156.9	118.7	0.44	0.53	0.936026225211306	1.0	-	POSSIBLE CONSERVED SECRETED PROTEIN 
Rv3195	-	17	177.8	192.2	-0.055	0.053	259.1	251.3	0.69	0.76	0.479846175776785	1.0	-	hypothetical protein Rv3195 
Rv3196	-	9	431.0	444.0	-0.021	0.021	554.1	570.8	0.78	0.78	0.552990348537767	1.0	-	hypothetical protein Rv3196 
Rv3196A	-	1	689.3	500.1	0.211	-0.248	689.3	500.1	1.00	1.00	1.0	1.0	TA sites <= 1, not analyzed	hypothetical protein Rv3196A 
Rv3197	-	19	162.0	139.2	0.102	-0.110	279.8	211.6	0.58	0.66	0.895800727970977	1.0	-	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER 
Rv3197A	whiB7	4	246.2	203.9	0.127	-0.139	369.2	271.8	0.67	0.75	0.971925445211389	1.0	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB7 
Rv3198c	uvrD2	35	59.6	46.3	0.156	-0.175	521.5	360.3	0.11	0.13	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PROBABLE ATP-DEPENDENT DNA HELICASE II UVRD2 
Rv3198A	-	6	279.9	214.9	0.175	-0.199	335.8	257.8	0.83	0.83	0.971527236504275	1.0	-	POSSIBLE GLUTAREDOXIN PROTEIN 
Rv3199c	nudC	8	83.6	226.5	-0.853	0.532	167.2	278.7	0.50	0.81	0.0436939053056539	0.5282990368774517	-	NADH pyrophosphatase 
Rv3200c	-	16	134.2	10.1	0.852	-2.354	214.8	29.4	0.62	0.34	0.000140098223989695	0.010351702105905242	-	POSSIBLE TRANSMEMBRANE CATION TRANSPORTER 
Rv3201c	-	48	63.7	72.8	-0.093	0.087	183.5	148.8	0.35	0.49	0.272753135528638	1.0	-	PROBABLE ATP-DEPENDENT DNA HELICASE 
Rv3202c	-	30	149.5	115.0	0.171	-0.194	280.4	202.9	0.53	0.57	0.940111069821277	1.0	-	POSSIBLE ATP-DEPENDENT DNA HELICASE 
Rv3203	lipV	12	45.0	62.6	-0.235	0.202	134.9	115.6	0.33	0.54	0.418421414836701	1.0	-	POSSIBLE LIPASE LIPV 
Rv3204	-	4	141.0	104.2	0.194	-0.225	282.1	208.5	0.50	0.50	0.887918076151363	1.0	-	POSSIBLE DNA-METHYLTRANSFERASE (MODIFICATION METHYLASE) 
Rv3205c	-	14	43.2	56.8	-0.191	0.169	151.2	227.3	0.29	0.25	0.107320555423492	0.7729404623460886	-	hypothetical protein Rv3205c 
Rv3206c	moeB1	24	10.6	2.7	0.417	-0.589	253.2	65.9	0.04	0.04	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	molybdopterin biosynthesis-like protein MoeZ 
Rv3207c	-	17	48.4	18.2	0.480	-0.725	145.2	51.5	0.33	0.35	0.297353104214719	1.0	-	hypothetical protein Rv3207c 
Rv3208	-	10	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 
Rv3208A	TB9.4	5	110.6	73.5	0.252	-0.306	150.8	104.9	0.73	0.70	0.916340084121343	1.0	-	hypothetical protein Rv3208A 
Rv3209	-	9	382.3	275.1	0.215	-0.253	491.5	353.7	0.78	0.78	0.946198187830998	1.0	-	CONSERVED HYPOTHETICAL THREONIN AND PROLINE RICH PROTEIN 
Rv3210c	-	10	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	hypothetical protein Rv3210c 
Rv3211	rhlE	24	9.9	21.5	-0.471	0.355	71.5	93.7	0.14	0.23	0.437396185176133	1.0	-	PROBABLE ATP-DEPENDENT RNA HELICASE RHLE 
Rv3212	-	21	0.7	1.4	-0.095	0.089	42.0	60.4	0.02	0.02	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	CONSERVED HYPOTHETICAL ALANINE VALINE RICH PROTEIN 
Rv3213c	-	12	132.9	101.1	0.177	-0.201	227.8	151.7	0.58	0.67	0.933889210372822	1.0	-	POSSIBLE SOJ/PARA-RELATED PROTEIN 
Rv3214	gpm2	11	78.8	31.1	0.484	-0.732	289.0	97.7	0.27	0.32	0.408342926107284	1.0	-	POSSIBLE PHOSPHOGLYCERATE MUTASE GPM2 (PHOSPHOGLYCEROMUTASE) (PGAM) (BPG-DEPENDENT PGAM) 
Rv3215	entC	16	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	isochorismate synthase 
Rv3216	-	6	264.8	160.5	0.310	-0.395	366.7	275.1	0.72	0.58	0.568588758976539	1.0	-	POSSIBLE ACETYLTRANSFERASE 
Rv3217c	-	3	46.9	52.7	-0.079	0.075	52.7	63.3	0.89	0.83	0.587969532674545	1.0	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 
